bank_id,display_name,bank_type,year,total_assets_tk_mn,loans_tk_mn,deposits_tk_mn,equity_tk_mn,nii_tk_mn,non_interest_income_tk_mn,npat_tk_mn,npl_amount_tk_mn,eps_bdt,roa_pct,roe_pct,npl_pct,provision_coverage_pct,loan_deposit_pct,car_pct,cost_income_pct
mercantile_bank_plc,Mercantile Bank PLC,CB,2023,402173.04,284830.98,317227.09,25984.47,7413.24,6336.05,2028.61,17313.35,1.83,0.52,7.920000000000001,6.08,36.96,85.57000000000001,14.790000000000001,60.650000000000006
mercantile_bank_plc,Mercantile Bank PLC,CB,2024,444690.3,300025.11,355121.12,25810.06,7904.06,6202.27,631.22,51761.7,0.57,0.15,2.44,17.25,22.12,82.53,13.07,60.06
mercantile_bank_plc,Mercantile Bank PLC,CB,2025,477887.53,285935.57,394682.05,26465.41,9546.99,4347.58,1199.87,43420.65,1.08,0.26,4.590000000000001,15.190000000000001,14.87,72.89,12.520000000000001,58.13
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2015,189563.0,130226.0,127990.0,20496.0,3545.0,6542.0,2221.0,4258.4,3.63,1.23,10.95,3.27,116.85000000000001,87.87,13.919999999999998,48.33
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2016,165370.0,114356.0,131272.0,,,,1464.0,,3.3,,15.61,,,,,
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2017,253068.0,184027.0,167348.0,21586.0,5745.0,6656.0,2405.0,4600.7,3.26,1.04,11.41,2.5,159.51999999999998,83.06,14.09,45.2
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2018,282451.0,209306.0,199629.0,22966.0,7506.0,5633.0,3081.0,4918.7,4.17,1.15,13.83,2.35,150.39000000000001,83.08,12.16,45.629999999999995
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2019,335163.0,232051.0,240164.0,25567.0,8159.0,6439.0,4008.0,7773.7,4.94,1.3,16.520000000000003,3.35,120.41999999999999,77.2,14.74,43.76
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2020,336936.0,228944.0,242358.0,28976.0,5930.0,8204.0,4103.0,6227.3,5.05,1.22,15.040000000000001,2.7199999999999998,179.51,74.13,15.03,45.800000000000004
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2021,306501.0,226012.0,211782.0,19655.0,5747.0,7057.0,2973.0,13108.7,3.66,1.03,16.220000000000002,5.800000000000001,71.11,82.42,14.41,55.78999999999999
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2022,353644.0,253836.0,232657.0,21331.0,3867.0,12235.0,2369.0,14646.3,2.65,0.72,11.559999999999999,5.7700000000000005,85.7,83.97,14.499999999999998,51.54
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2023,366606.0,261023.0,262584.0,24106.0,7253.0,10233.0,2860.0,17227.52,2.91,0.79,12.590000000000002,6.6000000000000005,91.7,84.19,14.979999999999999,53.05
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2024,457204.0,300780.0,328837.0,25505.0,8065.0,14444.0,3167.0,20904.21,3.22,0.77,12.770000000000001,6.950000000000001,96.66,76.75999999999999,13.62,47.589999999999996
mutual_trust_bank_plc,Mutual Trust Bank PLC,CB,2025,505192.0,319105.0,364086.0,30403.0,2848.0,19647.0,3393.0,18412.76,3.14,0.7100000000000001,12.139999999999999,5.7700000000000005,111.07000000000001,75.05,13.55,53.790000000000006
prime_bank_plc,Prime Bank PLC,CB,2015,252161.0,151865.0,194825.0,26415.0,1294.0,10779.0,2139.0,11882.8,2.08,0.84,8.41,7.82,44.83,77.95,12.69,51.71
prime_bank_plc,Prime Bank PLC,CB,2016,256599.0,170212.0,197934.0,25285.0,3313.0,8710.0,2195.0,10139.48,2.13,0.86,8.49,5.96,33.53,85.99,12.3,53.75
prime_bank_plc,Prime Bank PLC,CB,2017,281467.0,198323.0,199014.0,24901.0,4894.0,7255.0,1252.0,10799.0,1.11,0.45,5.07,5.45,83.0,84.43,14.01,55.98
prime_bank_plc,Prime Bank PLC,CB,2018,295613.0,205810.0,197518.0,27894.0,7650.0,5250.0,2193.0,12686.0,1.94,0.76,8.31,6.16,65.0,82.65,17.04,55.66
prime_bank_plc,Prime Bank PLC,CB,2019,323788.0,213955.0,216444.0,28150.0,8273.0,5858.0,1662.0,9966.0,1.47,0.54,5.93,4.66,103.0,80.11,17.42,50.82
prime_bank_plc,Prime Bank PLC,CB,2020,345724.0,232400.0,233028.0,27254.0,5574.0,7080.0,1797.0,8034.0,1.59,0.54,6.67,3.46,151.0,79.5,17.28,54.88
prime_bank_plc,Prime Bank PLC,CB,2021,388100.0,263015.0,243070.0,28377.0,8063.0,6986.0,3111.0,12713.0,2.75,0.85,11.18,4.83,109.0,83.99,17.17,45.24
prime_bank_plc,Prime Bank PLC,CB,2022,431604.0,296481.0,265841.0,30863.0,8363.0,8139.0,4022.0,10132.0,3.55,0.98,13.58,3.42,140.0,85.3,16.78,46.99
prime_bank_plc,Prime Bank PLC,CB,2023,471285.0,315293.0,305269.0,33614.0,9284.0,8483.0,4838.0,11168.0,4.27,1.07,15.01,3.54,150.0,79.35,17.59,47.12
prime_bank_plc,Prime Bank PLC,CB,2024,548118.0,343458.0,358868.0,39020.0,9222.0,14616.0,7446.0,14489.0,6.42,1.46,20.56,4.22,119.0,78.1,17.37,40.15
prime_bank_plc,Prime Bank PLC,CB,2025,648977.0,353255.0,444943.0,46394.0,3766.0,21770.0,8904.0,9631.0,7.67,1.49,20.85,2.73,151.0,68.28,18.07,44.23
pubali_bank_plc,Pubali Bank PLC,CB,2015,,,,,,,,,,,,,,,,
pubali_bank_plc,Pubali Bank PLC,CB,2016,320361.89,203011.23,247278.5,25144.4,7144.23,6804.81,1334.95,10921.46,1.4,0.42,5.3100000000000005,5.38,106.97000000000001,82.1,11.219999999999999,53.0
pubali_bank_plc,Pubali Bank PLC,CB,2017,368314.62,239539.6,271605.83,24420.31,7855.9,8293.92,-281.2,20786.94,-0.28,-0.08,-1.15,8.68,100.01,83.34,12.34,49.480000000000004
pubali_bank_plc,Pubali Bank PLC,CB,2018,409744.09,270909.51,308899.77,27377.1,9021.49,8237.97,3424.06,14778.27,3.33,0.84,12.509999999999998,5.46,100.0,82.94,12.17,48.68
